,disposition,period,time0bk,impact,duration,depth,prad,teq,insol,model_snr,steff,slogg,srad,ra,dec,kepmag
7651,0,0.541405029,131.933523,0.6409999999999999,2.7481,327660.0,125.64,2679.0,12266.51,541.2,5096.0,3.889,1.7819999999999998,284.16718,44.779369,14.771
7657,0,2.745640575,131.707795,1.117,3.04508,45265.0,47.22,1300.0,673.9,918.0,5780.0,4.438,1.0,295.32855,46.268375,15.945
7659,0,12.180721265999999,139.3460044,0.479,4.15602,414950.0,63.25,742.0,71.88,1809.8,5750.0,4.538,0.882,284.3171700000001,47.678638,15.386
7660,0,50.467024395,132.009484,0.973,8.96181,103140.0,52.88,523.0,17.63,1435.1,6137.0,4.448,1.012,288.67477,47.636028,14.884
7663,0,0.5276782720000001,131.8133693,0.385,2.33166,247740.0,75.31,2551.0,9989.53,706.1,5321.0,4.069,1.475,292.57596,49.5257,10.834
7664,0,3.55027051,133.7711,0.022000000000000002,1.879,212.7,1.15,1036.0,272.61,7.6,5497.0,4.581,0.8,286.3090200000001,49.623871,15.81
7665,0,65.4317194,144.171343,0.885,12.2384,153410.0,59.22,490.0,13.58,1146.6,6201.0,4.431,1.04,294.25418,49.695839,15.54
7666,0,1.718649321,132.21092,0.42100000000000004,3.94095,190570.0,39.08,1499.0,1194.16,833.4,6071.0,4.541,0.865,294.57288,49.668442,13.51
7667,0,7.293580099999999,136.2546,1.157,40.02,124.5,17.41,925.0,173.44,26.6,5900.0,4.509,0.951,294.77649,49.65601,14.973
7668,0,1.89129338,132.6698,0.373,5.6770000000000005,33.8,0.42,1152.0,416.87,15.1,4986.0,4.558,0.733,290.28955,37.888168,13.558
7669,0,1.89124453,132.6958,0.7340000000000001,5.08,31.0,1.19,2200.0,5537.41,19.4,5850.0,3.72,1.9769999999999999,290.33002,37.891029,12.76
7670,0,1.89134201,132.6744,0.2376,4.6739999999999995,128.9,0.92,1325.0,729.42,8.9,5658.0,4.567,0.815,290.38739,37.82029,15.799
7671,0,87.87826191,194.105106,0.585,12.8138,339060.0,110.85,530.0,18.65,1974.6,5784.0,3.985,1.642,291.64301,37.814259,12.744000000000002
7672,0,39.841522897,168.1412318,0.902,8.790239999999999,143680.0,116.52,765.0,80.93,4421.6,6078.0,3.946,2.07,285.90485,37.928089,12.003
7673,0,61.25964956,140.698649,0.741,12.1777,233260.0,54.72,447.0,9.45,880.3,5912.0,4.532,0.889,294.15329,39.464279,15.518
7674,0,0.872359598,132.0311474,0.6859999999999999,3.74512,267050.0,67.08,2112.0,4703.58,1063.2,6240.0,4.391,1.048,295.319,39.480049,14.742
7675,0,374.318792,431.5127,0.8507,5.96,1541400.0,243.21,241.0,0.79,10.3,5997.0,4.572,0.815,296.20227,39.40519000000001,15.369000000000002
7676,0,0.62927655,132.015321,0.98,0.9698,839.5,4.64,2102.0,4624.3,30.9,5628.0,4.388,0.976,285.41,39.52837,14.027
7677,0,1.22578134,131.6062,0.985,2.235,99376.0,53.32,1701.0,1973.12,86.8,5780.0,4.438,1.0,288.56314,39.541649,17.430999999999994
7678,0,0.751408792,131.948266,1.242,2.2974,17481.0,41.48,1926.0,3241.36,267.3,5697.0,4.46,0.903,289.32434,39.582581,15.595999999999998
7679,0,0.950487062,131.73468,0.907,2.9283,11.5,1.35,4231.0,75637.15,15.4,8107.0,3.698,3.385,288.05316,40.369499,11.633
7680,0,21.37831102,157.804933,0.257,21.7174,80571.0,97.23,1062.0,300.32,852.2,4905.0,3.3,3.484,293.66013,40.36420800000001,13.998
7682,0,0.550509602,131.86731,0.386,1.1836,123.5,5.02,3938.0,56796.99,24.0,4891.0,3.169,4.529,295.31302,40.352341,13.355
7683,0,2.404293523,132.755943,1.364,4.4649,8150.9,888.7,4178.0,71976.93,471.2,4697.0,2.204,17.032,297.7084700000001,40.30759000000001,13.094
7685,0,25.836831271999998,137.3641956,0.899,6.32201,145040.0,50.72,587.0,28.08,3016.9,5691.0,4.477,0.897,298.07883,41.484268,13.347
7686,0,0.94895231,131.85772,0.738,3.952,57.7,2.51,3464.0,33931.93,18.1,6661.0,3.666,3.0669999999999997,299.1216100000001,41.42445,12.669
7687,0,11.702203927000001,139.43126519999998,0.9670000000000001,2.75173,28999.0,57.95,1240.0,560.24,2184.7,6148.0,3.793,2.133,284.46127,41.56179,13.393
7688,0,3.722775537,136.515472,0.626,14.3309,107590.0,90.36,1731.0,2125.53,864.9,5425.0,3.678,2.592,291.98026,41.559422,12.746
7689,0,8.144135647999999,136.50547880000002,0.222,8.888760000000003,87881.0,56.52,1491.0,1169.67,6113.7,7605.0,4.123,1.8619999999999999,296.1588700000001,41.516541,13.96
7690,0,0.5667951960000001,131.80925,0.22699999999999998,2.18,14.8,0.35,2066.0,4277.24,13.1,5680.0,4.516,0.9079999999999999,290.9876700000001,42.53167,12.818
7691,0,0.5667988270000001,131.81946000000002,0.25,3.662,34.9,0.52,2045.0,4154.8,21.9,5548.0,4.473,0.889,291.18863,42.59071,13.656
7692,0,0.56678012,131.8499,0.49200000000000005,3.2569999999999997,27.6,0.49,2073.0,4352.1,13.5,5674.0,4.506,0.9109999999999999,291.20343,42.526718,14.311
7693,0,0.56679293,131.83103,0.18,3.8139999999999996,101.1,0.86,2064.0,4264.42,22.1,5812.0,4.551,0.853,291.2760600000001,42.593521,15.787
7694,0,0.566799218,131.81553,0.6858,4.227,18.2,0.79,3153.0,23364.03,19.2,6108.0,3.893,1.7530000000000001,291.3367,42.53442,11.983
7696,0,4.719336335,133.514832,1.2690000000000001,2.83787,12367.0,91.91,1722.0,2078.32,632.4,6792.0,3.971,2.0580000000000003,284.56271,43.774261,12.672
7697,0,8.966610607,138.5745618,1.101,4.01883,59618.0,56.94,1038.0,274.04,2049.1,6480.0,4.351,1.1320000000000001,288.32407,43.763329,13.478
7698,0,6.767341062000001,135.26551840000002,0.7240000000000001,4.49213,244950.0,52.84,933.0,178.98,3356.8,5926.0,4.513,0.843,291.99203,43.7668,14.143
7700,0,48.79936881,160.196299,0.622,8.80873,324550.0,67.36,525.0,17.9,1151.6,6170.0,4.472,0.992,285.28397,44.76915,15.05
7702,0,4.059428737,133.18856509999998,0.21600000000000003,5.26926,245220.0,67.38,1455.0,1059.83,5461.0,6610.0,4.2810000000000015,1.33,290.42838,44.787331,13.374
7705,0,1.287097944,132.37957,0.382,1.94,106.1,0.89,1631.0,1678.58,12.3,5906.0,4.494,0.852,295.59369,46.269711,15.505999999999998
7706,0,3.5565617,133.52200000000002,0.262,6.691,68.0,0.52,883.0,143.89,10.0,4964.0,4.628,0.633,297.09915,46.243511,15.191
7707,0,3.55646511,133.5549,0.344,4.72,46.1,0.56,1076.0,317.0,7.8,5475.0,4.479,0.818,297.12708,46.282082,14.609000000000002
7709,0,2.35195525,131.9168815,0.511,5.98883,212830.0,59.62,1678.0,1876.0,1819.1,6550.0,4.324,1.225,284.70453,46.378799,12.23
7711,0,5.682410334,133.6376552,0.7609999999999999,5.33373,220420.0,72.9,1141.0,401.43,2041.6,5897.0,4.2780000000000005,1.196,298.75854,47.69558,14.3
7712,0,2.199069234,133.0633498,0.762,6.30646,225250.0,118.99,2104.0,4632.97,5915.4,6613.0,4.0139999999999985,1.925,298.7771600000001,47.655403,13.245
7713,0,1.481655821,132.699429,1.103,3.4913,59134.0,59.19,1935.0,3314.58,554.4,6478.0,4.307,1.1740000000000002,292.15167,47.719501,13.873
7714,0,0.93370968,131.5714,0.848,3.3560000000000003,62.2,0.38,865.0,131.85,9.2,3615.0,4.839,0.42,292.1669,47.755638,15.431
7715,0,1.388509353,131.786298,1.145,2.84811,37638.0,52.43,1836.0,2679.88,454.6,6075.0,4.315,1.13,296.57245,47.752708,12.309
7716,0,10.368552685,132.718439,0.978,4.37878,153230.0,61.14,845.0,120.48,3170.1,5855.0,4.418,0.9440000000000001,296.0968,49.643829,14.545
7718,0,13.8602646,139.4033,1.204,74.26,481.1,19.71,690.0,53.56,72.3,5667.0,4.535,0.7959999999999999,285.33289,49.734112,14.755999999999998
7720,0,6.882686062,134.052302,0.39899999999999997,5.47323,373660.0,60.49,921.0,169.85,2842.2,5704.0,4.4830000000000005,0.948,286.91037,49.815781,15.749
7721,0,1.407937865,132.26921000000002,0.759,1.585,50793.0,19.09,1179.0,457.02,137.3,4627.0,4.564,0.741,288.51208,49.864231,14.614
7722,0,1.89117723,132.7285,1.207,6.986000000000001,176.2,164.49,3536.0,36995.02,17.4,5086.0,2.66,6.86,290.35684,37.93875900000001,15.003
7723,0,52.884577,147.01058,1.272,7.892,11969.0,48.13,555.0,22.44,72.6,6483.0,4.42,1.078,290.40158,37.94200900000001,15.694
7724,0,1.429439352,132.74659,1.298,2.424,3367.1,54.36,2079.0,4417.56,292.0,6491.0,4.223,1.371,291.01422,37.969711,12.335
7725,0,2.821328194,131.680097,0.537,5.02692,64776.0,40.0,1807.0,2520.03,1227.3,6701.0,4.121,1.506,293.0361,37.954739,13.116
7726,0,11.961308501,131.9131819,0.616,4.6414,310680.0,51.58,696.0,55.37,1907.8,5564.0,4.587,0.785,291.46603,38.005039,15.308
7727,0,0.572079631,132.0189884,0.7929999999999999,2.27811,127790.0,29.45,1716.0,2036.56,578.2,5233.0,4.625,0.639,296.45972,39.573738,14.235
7728,0,0.822314545,131.7125281,0.447,3.3374,32.7,0.54,1922.0,3227.02,3.8,5709.0,4.409,0.938,297.55054,39.565659,13.23
7729,0,31.005392846,150.8616525,0.305,3.073,560310.0,141.82,682.0,51.25,1236.1,5023.0,3.9,1.784,284.04434,39.661469,14.991
7731,0,41.3701638,166.1673,0.653,29.254,6907.1,59.95,1133.0,389.15,91.3,4764.0,2.777,6.882999999999999,293.86234,39.690128,12.799
7732,0,631.632,239.8779,0.4544,16.13,295.1,1.56,201.0,0.38,8.6,5689.0,4.493,0.894,295.34366,39.609322,14.358
7733,0,0.756511623,131.9298652,1.216,2.81832,41596.0,77.4,2549.0,9947.96,845.0,6343.0,4.199,1.4169999999999998,298.71249,40.341228,13.448
7734,0,10.845286549,138.334343,1.307,4.3876,7473.8,319.52,1682.0,1893.11,416.1,5096.0,3.094,7.023,298.99789,40.314751,12.923
7735,0,32.45541269,137.607894,0.726,7.3736,136390.0,23.48,392.0,5.55,180.9,4869.0,4.71,0.5429999999999999,284.69308,40.498619,15.208
7736,0,5.917085496,132.900327,0.095,23.7545,563290.0,75.86,1005.0,241.42,1331.5,5661.0,4.383,0.987,289.34967,40.497189,14.352
7737,0,0.5402463000000001,131.5521,0.9411,13.93,1148.0,6.2,3249.0,26335.17,1.6,7296.0,4.249,1.4980000000000002,290.79919,40.41156,13.681
7738,0,4.200206781,134.6578,1.07,5.21948,82364.0,105.07,1737.0,2150.58,943.7,6873.0,4.051,1.923,298.06311,41.510712,12.843
7739,0,6.091954982000001,137.5877592,0.953,3.60482,36700.0,26.96,1036.0,272.7,1508.7,6063.0,4.424,0.9129999999999999,298.62177,41.567429,14.847
7740,0,485.52409000000006,307.5674,71.3346,11.04,4147.0,6149.09,191.0,0.31,10.8,5227.0,4.584,0.8,290.07434,41.668598,14.425
7741,0,0.76647343,132.034804,0.7659999999999999,2.46345,199900.0,42.33,1628.0,1654.36,545.0,5297.0,4.5939999999999985,0.722,291.1915,41.66721,15.572
7742,0,5.2436639000000005,132.6741,0.66,10.53,93.5,0.88,1059.0,296.41,10.4,6212.0,4.537,0.862,291.92285,41.624439,15.789
7743,0,0.56678702,131.849,0.0063,3.074,7.5,0.27,2356.0,7279.54,11.2,6045.0,4.375,0.9990000000000001,291.58624,42.50993,11.786
7744,0,2.19642864,133.4945,0.004,4.933,99.5,0.79,1193.0,477.24,11.8,5376.0,4.5760000000000005,0.8059999999999999,291.83594,42.564838,15.811
7745,0,2.19635512,133.515028,0.7020000000000001,9.65516,266550.0,82.04,1793.0,2448.43,2132.0,6438.0,4.182,1.273,291.84366,42.558521,13.685
7746,0,26.718417545999998,138.05180330000002,1.069,8.14155,72976.0,66.69,727.0,65.88,2173.1,5957.0,4.168,1.286,296.12494,42.522102,13.144
7747,0,0.615787196,131.71405,0.7452,3.0669999999999997,110.6,3.5,3886.0,53910.99,23.9,6315.0,3.603,3.075,296.41483,42.58755900000001,13.921
7748,0,548.0844099999999,367.3828,0.1531,17.66,560.0,2.35,222.0,0.58,7.4,5780.0,4.438,1.0,280.96588,42.623707,9.233
7749,0,1.025534511,132.4990072,0.883,3.5204800000000005,110950.0,43.68,1896.0,3066.26,3769.0,6267.0,4.487,0.919,295.40265,43.774761,14.541
7750,0,7.64941291,132.1070518,0.231,6.56935,236250.0,53.4,1050.0,287.83,9054.7,6387.0,4.398,1.0759999999999998,295.44434,43.718182,13.398
7751,0,13.174807933,136.46317390000002,1.065,3.37392,71071.0,51.06,811.0,102.2,1812.6,6067.0,4.433,0.997,295.63474,43.750172,14.098
7752,0,0.655094658,131.78278,1.22,6.159,372.0,26.41,2173.0,5290.98,59.5,6063.0,4.476,1.012,297.01382,43.72493,15.543
7754,0,0.692239369,131.58461100000002,1.074,2.91121,62962.0,67.05,2594.0,10725.15,469.2,6163.0,4.137,1.358,299.2000700000001,43.79594,12.958
7755,0,43.797829003000004,172.60192,0.489,7.702889999999999,415020.0,93.43,668.0,47.15,1375.1,6860.0,4.3260000000000005,1.2919999999999998,295.93079,44.83852,13.478
7756,0,18.778162159,149.6776416,0.35700000000000004,8.1018,488410.0,127.57,1002.0,238.5,3788.7,6794.0,4.102,1.71,298.87222,44.874432,13.944
7758,0,1.575710265,131.69274099999998,0.83,6.83787,173950.0,246.75,2630.0,11307.3,1975.1,5017.0,3.35,4.293,301.30865,44.806961,12.392
7759,0,3.6972959000000003,131.753,0.995,21.335,19.7,1.07,1571.0,1438.97,23.6,6313.0,4.12,1.594,285.0423600000001,44.910477,11.956
7760,0,6.855624762000001,136.02242959999998,0.877,3.02199,70873.0,33.93,987.0,224.32,1397.7,6109.0,4.476,0.9309999999999999,288.88599,44.959969,14.767
7761,0,80.70606409999999,139.436835,0.956,6.8899,11852.0,15.47,428.0,7.96,268.1,6053.0,4.494,0.9490000000000001,287.96375,46.306911,15.395
7762,0,2.17814513,132.02979,0.78,2.3209999999999997,136.0,1.22,1428.0,981.63,13.8,6053.0,4.494,0.9490000000000001,287.96375,46.306911,15.395
7763,0,1.089077111,132.024245,0.63,3.8834,304070.0,77.59,2045.0,4147.85,476.6,6126.0,4.285,1.176,288.02032,46.324139,9.177
7764,0,1.089057762,132.03859,0.185,1.6369999999999998,37.4,0.44,1404.0,917.78,9.2,5096.0,4.582,0.737,288.06711,46.379551,14.122
7766,0,0.626431697,131.899296,1.145,2.0171,37224.0,34.05,1709.0,2003.98,174.0,5134.0,4.56,0.721,299.09528,47.706791,15.594
7767,0,2.696354974,132.99264159999998,0.324,5.39585,245990.0,80.71,1815.0,2560.78,2717.0,6472.0,4.08,1.579,283.76651,47.818989,11.009
7768,0,14.762889172000001,133.7747853,1.046,6.52705,79330.0,53.72,759.0,78.43,1779.1,5691.0,4.354,1.031,288.55362,47.867298,15.095
7769,0,1.463775066,132.80636,0.7190000000000001,0.953,45.1,1.2,2308.0,6722.29,12.7,6781.0,4.125,1.651,292.47604,47.83942,13.169
7770,0,246.87131000000002,220.3739,0.327,10.69,433.6,2.02,302.0,1.97,6.9,6168.0,4.488,0.96,290.7782,44.61866,15.884
7772,0,1.559090282,131.7719964,0.375,4.95211,226980.0,129.87,2905.0,16893.61,1315.5,7279.0,3.856,2.6239999999999997,296.97705,49.841808,13.575
7773,0,15.541358817999999,141.9557755,1.25,2.44433,10308.0,149.19,1174.0,448.22,773.4,5092.0,3.42,3.54,294.74091,49.928791,12.658
7774,0,12.817701199999998,143.6091,0.0006,3.465,75.6,1.21,999.0,235.16,8.0,6290.0,4.151,1.385,297.52872,49.990059,13.505
7775,0,2.274628199,132.0170362,0.986,4.52648,103970.0,104.26,2092.0,4536.51,2047.9,6389.0,3.914,1.9469999999999998,290.39725,50.06509000000001,11.152
7776,0,85.33839300000001,215.56400000000002,0.004,8.5,633.0,11.4,741.0,71.36,27.9,4850.0,3.134,4.696000000000001,291.90042,44.686241,12.880999999999998
7777,0,5.499941793,132.81676399999998,0.531,11.3096,47751.0,59.94,1878.0,2942.15,814.1,7079.0,3.827,2.634,293.16495,38.06913,13.37
7778,0,2.629870555,132.067717,0.705,6.606,101310.0,34.05,1291.0,659.45,1026.0,5566.0,4.382,0.9670000000000001,293.20734,38.009029,14.043
7780,0,6.62761199,132.54663770000002,0.753,6.15281,227140.0,82.03,1204.0,496.41,4355.5,6316.0,4.231,1.3330000000000002,287.0257,38.171021,13.558
7781,0,28.597880332,152.98429009999995,0.35600000000000004,7.71925,85952.0,74.25,1014.0,250.21,2526.2,6590.0,3.787,2.474,293.26636,38.12608,13.119000000000002
7782,0,252.1638623,191.470778,1.149,23.92,103790.0,50.74,242.0,0.81,864.5,5432.0,4.6080000000000005,0.745,295.92361,39.60907,15.793
7784,0,1.124033822,131.62878,0.7190000000000001,5.5728,247560.0,98.04,2547.0,9953.28,792.9,7141.0,4.208,1.5630000000000002,294.76398,39.752838,13.015999999999998
7785,0,2.796661168,134.032331,1.276,3.3781,2363.8,47.68,1661.0,1797.72,251.4,6331.0,4.146,1.3259999999999998,295.99811,39.742748,13.742
7786,0,1.83592242,132.077813,1.189,5.9942,30746.0,46.3,1501.0,1195.13,1378.9,5930.0,4.472,0.976,297.8519,39.783886,13.134
7787,0,128.208643,230.1943,0.8109999999999999,2.745,212.2,6.15,792.0,93.05,8.9,7128.0,3.52,3.8110000000000004,290.80057,44.270512,11.036
7788,0,1.516372183,131.83387,0.596,1.239,93.8,1.06,1686.0,1911.54,8.8,6142.0,4.456,1.046,293.9883700000001,40.458981,15.16
7789,0,8.784575777,134.6752148,0.5,5.3022,262980.0,104.57,1555.0,1380.83,4761.5,8144.0,4.1389999999999985,1.9140000000000001,294.38223,40.45219,12.444
7790,0,1.949700508,132.4267375,1.153,4.3501400000000015,38119.0,56.11,1716.0,2048.37,2271.0,6469.0,4.385,1.193,294.77219,40.459629,11.419
7791,0,3.735993484,135.062493,0.993,17.4877,617990.0,571.07,2063.0,4283.18,1587.7,5467.0,3.432,4.055,296.83719,40.473099,13.93
7792,0,0.639721284,131.8546732,0.40399999999999997,2.69771,465920.0,46.59,1505.0,1220.53,1012.9,4794.0,4.633,0.625,298.08188,40.478142,14.767
7793,0,1.25338826,132.6307,0.469,3.8280000000000003,44.7,0.64,1651.0,1750.61,14.8,5869.0,4.513,0.9420000000000001,294.18524,41.632351,13.907
7796,0,5.243466400000001,132.7707,1.016,18.47,119.4,2.83,831.0,113.05,10.7,5047.0,4.574,0.7659999999999999,291.84723,41.72522,14.901
7797,0,5.2441517,132.6668,0.557,9.69,90.1,0.91,1056.0,293.68,10.5,6060.0,4.509,0.925,291.87134,41.788971,15.862
7798,0,5.2443332,132.6164,0.775,11.267999999999999,29.9,0.58,1054.0,291.25,13.5,5952.0,4.489,0.971,291.88922,41.777969,13.636
7799,0,20.726069913,143.201391,0.9890000000000001,6.47393,118860.0,51.9,657.0,43.93,1216.8,6011.0,4.522,0.902,287.74615,42.648628,14.069
7800,0,0.566801447,131.79977,0.615,2.352,16.2,0.57,2633.0,11321.32,13.8,5966.0,4.184,1.349,290.96869,42.619678,12.765999999999998
7801,0,0.566794934,131.84569,0.9740000000000001,4.399,68.9,1.15,2457.0,8648.94,21.7,6395.0,4.436,1.0490000000000002,291.01474,42.653309,14.944
7802,0,0.5668002870000001,131.815992,0.648,3.487,73.9,0.88,2260.0,6188.18,23.3,6075.0,4.4860000000000015,0.9690000000000001,291.065,42.63665,15.124
7803,0,0.566791946,131.8145,0.982,2.77,125.7,1.54,2160.0,5129.25,14.1,5836.0,4.5,0.97,291.10468,42.64530900000001,15.915
7804,0,0.566801325,131.82499,0.77,4.176,92.1,1.07,2383.0,7585.82,26.4,6273.0,4.454,1.021,291.30963,42.61652,15.42
7805,0,14.854415674,136.55978290000002,0.57,5.13753,77410.0,29.77,798.0,95.83,2822.1,6214.0,4.444,1.022,282.42578,43.884331,14.558
7806,0,38.47674409,150.5742128,0.45799999999999996,5.10744,173170.0,33.8,463.0,10.85,3487.8,5294.0,4.507,0.79,283.20117,43.888981,14.579
7807,0,10.643110689,140.16917980000002,1.179,88.1118,316.3,31.72,1038.0,274.67,153.7,5930.0,4.084,1.473,285.09076,43.801754,13.615
7809,0,1.79621807,131.54731999999998,0.72,10.16,47.0,1.54,2480.0,8937.14,42.0,7117.0,3.988,2.09,291.4770200000001,43.84412,12.895
7811,0,1.12679793,132.2757,1.215,12.079,227.2,21.07,1590.0,1514.63,21.1,5662.0,4.56,0.84,290.50241,44.96817,14.618
7812,0,0.998217563,131.8142317,1.003,3.90851,87567.0,88.64,2795.0,14421.97,3979.1,6980.0,4.06,1.755,293.62054,44.967281,12.457
7813,0,0.58640848,131.55583,0.35200000000000004,2.616,61.3,0.48,1444.0,1029.91,23.6,4556.0,4.676,0.615,296.67044,44.959839,14.28
7814,0,33.46947449,154.008513,0.315,11.8874,164610.0,127.38,972.0,211.38,1255.2,5934.0,3.5810000000000004,3.075,298.44244,44.910912,13.714
7815,0,62.519211,146.4454,0.081,2.523,277.6,1.9,520.0,17.29,6.7,6343.0,4.4110000000000005,1.137,285.08145,45.023762,15.453
7816,0,349.85525,285.6453,0.485,5.42,842.0,2.63,251.0,0.94,7.9,5941.0,4.533,0.885,296.44946,44.583241,15.902
7817,0,2.488812012,132.1282609,0.9309999999999999,5.9452300000000005,131000.0,83.26,1852.0,2776.19,3290.5,6499.0,4.084,1.4969999999999999,293.24738,46.310413,11.576
7818,0,0.51811818,131.64600000000002,0.021,0.3969,99.0,1.09,2360.0,7376.27,7.8,6240.0,4.502,0.929,294.35074,46.311771,14.89
7820,0,21.294733865,147.0967696,0.9570000000000001,7.6014300000000015,123180.0,71.55,771.0,83.71,2674.6,6039.0,4.242,1.278,300.01407,46.345268,13.731
7822,0,2.045166206,132.3655682,0.6609999999999999,6.84312,263640.0,131.41,2422.0,8125.86,1488.6,7128.0,3.95,2.135,298.37128,47.81385,11.704
7823,0,2.41349123,133.5687,0.728,11.29,57.0,2.11,2348.0,7197.15,38.1,6628.0,3.783,2.595,282.38934,47.967178,13.253
7825,0,1.23133063,131.82495,0.051,3.7,78.9,0.54,1072.0,311.53,17.6,4237.0,4.63,0.631,290.34503,47.963589,14.875
7826,0,1.23140522,131.7715,0.41200000000000003,3.338,51.3,0.81,1756.0,2252.47,10.8,5600.0,4.32,1.1179999999999999,290.39279,47.997429,15.149
7827,0,9.762550001000001,131.671965,1.006,4.87531,41580.0,68.93,1375.0,843.46,827.0,7199.0,4.055,1.95,293.8268700000001,50.07653,12.25
7829,0,2.521265,132.84799999999998,0.46299999999999997,2.69,36.5,1.16,2049.0,4175.66,5.9,6306.0,3.828,1.874,286.70947,50.165909,12.227
7830,0,5.674353343,135.75482639999998,1.167,4.177219999999998,36484.0,51.63,1053.0,290.75,1098.3,5594.0,4.303,1.071,288.6361100000001,50.17326,14.215
7831,0,0.7344264090000001,131.92972,0.039,1.569,94.1,0.98,2223.0,5800.4,10.4,6406.0,4.458,1.005,296.19693,50.13612,15.588
7832,0,13.782522208,139.48056699999998,0.718,8.277619999999999,248940.0,41.84,605.0,31.69,1524.1,5246.0,4.604,0.6679999999999999,287.35608,38.212212,12.809
7833,0,1.89121656,132.7016,0.40399999999999997,5.14,66.8,0.73,1434.0,997.34,10.7,5741.0,4.438,0.884,290.02631,38.249458,15.203
7834,0,10.265613245,136.4886955,0.667,5.67553,150460.0,61.45,1000.0,236.6,5640.0,5865.0,4.169,1.423,292.29196,38.284489,10.885
7835,0,0.7309567159999999,132.21412,0.129,2.097,27.8,0.57,2192.0,5431.8,11.2,6028.0,4.371,1.078,289.7424,38.373169,13.707
7836,0,7.04715073,132.7471,0.272,1.4340000000000002,282.5,1.54,932.0,178.49,9.8,5941.0,4.519,0.9109999999999999,290.10718,38.374409,15.583
7837,0,3.58966681,134.56621,1.209,18.534000000000002,421.3,95.86,2410.0,7969.78,102.3,6564.0,3.515,3.8369999999999997,295.63986,40.19825,13.390999999999998
7838,0,0.961292561,121.4629897,0.579,4.64294,325530.0,92.55,2344.0,7160.97,1703.0,6300.0,4.188,1.4040000000000001,285.72754,39.841282,12.220999999999998
7839,0,63.68192888,167.547736,0.583,12.6047,341720.0,71.45,486.0,13.15,963.5,5979.0,4.386,1.054,288.53741,39.83408,14.995
7840,0,1.246585716,132.0206985,0.42700000000000005,4.62051,406770.0,81.28,1992.0,3709.26,2165.3,6440.0,4.369,1.183,289.52148,39.862438,14.283
7841,0,0.898932836,131.81613000000002,0.565,2.437,61.1,1.51,2489.0,9056.7,22.3,5712.0,3.959,1.8719999999999999,289.63968,39.899761,14.173
7842,0,7.304451735,135.02527680000003,1.013,4.09326,143630.0,59.02,931.0,177.19,2096.8,6024.0,4.523,0.9,293.8439,39.87542,14.989
7843,0,1.181046137,132.122922,1.165,2.6923,52609.0,37.78,1389.0,878.27,324.4,5229.0,4.58,0.6920000000000001,294.68542,39.83176,15.725
7845,0,2.025580416,131.864175,0.434,4.4844800000000005,44998.0,43.23,2102.0,4618.62,987.8,6348.0,3.996,1.99,299.2139,40.458382,12.777
7846,0,58.64379,156.9092,0.226,24.44,182.1,1.05,437.0,8.59,12.0,5833.0,4.537,0.775,299.35703,40.49762,14.935
7847,0,20.28281916,137.05176,0.7190000000000001,36.048,2797.5,22.46,1141.0,401.55,306.7,5043.0,3.284,3.9560000000000004,299.57739,40.458481,11.777
7848,0,4.931365987,133.153013,0.6859999999999999,14.7088,255950.0,139.59,1755.0,2239.55,772.7,6562.0,3.835,2.263,299.88721,40.487339,13.254
7849,0,345.1846728,228.84084500000003,1.179,6.5468,29989.0,44.91,257.0,1.03,687.5,5712.0,4.424,0.971,286.7118200000001,40.528542,14.023
7850,0,5.2436612,132.7337,0.436,11.39,88.3,1.1,1249.0,574.76,14.5,6598.0,4.387,1.145,291.9042100000001,41.779518,15.479
7851,0,3.7789374,132.1163,0.6778,10.767000000000001,56.0,0.48,860.0,129.06,15.1,5017.0,4.6530000000000005,0.605,292.92783,41.78616,13.548
7854,0,2.49904083,133.3698,0.01,2.6510000000000002,128.2,1.04,1258.0,592.18,8.1,5525.0,4.458,0.93,297.44244,41.789719,15.671
7855,0,1.99567242,132.87321,0.564,3.58,18.0,0.75,2137.0,4939.44,14.2,6773.0,4.063,1.69,297.93439,41.792912,11.945
7856,0,0.89879279,131.6716,0.249,1.031,26.6,0.57,2116.0,4765.1,5.7,6224.0,4.373,1.0959999999999999,298.67233,41.776218,11.203
7857,0,0.566793818,131.8298,0.985,4.928999999999999,100.3,1.17,2027.0,3972.65,18.3,5707.0,4.538,0.828,291.31244,42.618011,15.67
7858,0,0.566797474,131.8117,0.575,2.708,98.8,1.04,2270.0,6276.39,12.3,6046.0,4.478,1.0070000000000001,291.7157,42.68787,15.916
7859,0,1.585673651,132.01300700000002,1.148,3.20763,44116.0,50.53,1648.0,1740.78,717.5,6117.0,4.457,1.025,291.72385,42.629822,15.634
7860,0,14.797219157,144.6959608,0.157,7.61037,252700.0,47.71,787.0,90.8,7795.3,6343.0,4.495,0.9309999999999999,292.02866,42.669552,14.185
7861,0,6.99510404,136.6223392,0.77,1.7556,71.8,216.92,7492.0,744614.96,6.3,3681.0,0.25,229.908,295.75351,42.671001,12.843
7863,0,2.897829967,132.6047388,0.7559999999999999,3.17788,163090.0,54.35,1454.0,1054.79,1305.8,6318.0,4.3660000000000005,1.077,288.32922,43.965279,13.648
7865,0,0.7064286340000001,132.1461749,0.39299999999999996,1.7518200000000002,372130.0,47.64,1416.0,951.77,1066.7,4429.0,4.569,0.736,290.55716,43.98735,15.159
